,date,state,positive,negative,death,totalTestResults,hospitalized
2678,20201224,TN,546497.0,4927354.0,6431.0,5473851.0,14044.0
2680,20201224,UT,260589.0,1276588.0,1204.0,2171768.0,10406.0
2685,20201224,WI,503706.0,2317710.0,5019.0,5179199.0,20647.0
2687,20201224,WY,42664.0,156054.0,373.0,478351.0,1027.0
2689,20201223,AL,334569.0,1541851.0,4587.0,1813351.0,31651.0
2690,20201223,AR,207941.0,1796073.0,3376.0,1970855.0,10826.0
2692,20201223,AZ,473273.0,2245335.0,8179.0,4732267.0,34112.0
2694,20201223,CO,316500.0,1766704.0,4462.0,4153784.0,17642.0
2695,20201223,CT,170705.0,3916712.0,5736.0,4087417.0,12257.0
2698,20201223,FL,1213760.0,7163174.0,21173.0,14941870.0,61617.0
2703,20201223,ID,132594.0,420187.0,1313.0,530538.0,5267.0
2705,20201223,IN,476538.0,2079955.0,7645.0,5376575.0,33214.0
2706,20201223,KS,209689.0,752515.0,2507.0,962204.0,6424.0
2709,20201223,MA,335988.0,3548835.0,11887.0,10399569.0,15372.0
2710,20201223,MD,257862.0,2447078.0,5568.0,5419999.0,25072.0
2711,20201223,ME,20491.0,1038107.0,311.0,1058598.0,1000.0
2713,20201223,MN,402519.0,2499768.0,4971.0,5094803.0,20963.0
2715,20201223,MP,116.0,17429.0,2.0,17545.0,4.0
2716,20201223,MS,200325.0,1127658.0,4533.0,1327983.0,8039.0
2717,20201223,MT,78522.0,687674.0,914.0,766196.0,3360.0
2719,20201223,ND,90723.0,283541.0,1249.0,1211720.0,3436.0
2720,20201223,NE,158324.0,666937.0,1521.0,1662324.0,5036.0
2721,20201223,NH,38512.0,462374.0,677.0,979534.0,892.0
2722,20201223,NJ,490162.0,6902509.0,18466.0,7392671.0,45807.0
2723,20201223,NM,133242.0,1728620.0,2243.0,1861862.0,9007.0
2727,20201223,OK,269276.0,2273979.0,2283.0,2543255.0,15678.0
2731,20201223,RI,82066.0,531773.0,1704.0,1887457.0,6131.0
2732,20201223,SC,282230.0,2693489.0,5028.0,2975719.0,13672.0
2733,20201223,SD,96040.0,269086.0,1389.0,365126.0,5492.0
2734,20201223,TN,541240.0,4905119.0,6380.0,5446359.0,13970.0
2736,20201223,UT,257697.0,1270840.0,1196.0,2155708.0,10327.0
2741,20201223,WI,500443.0,2309991.0,4953.0,5139420.0,20519.0
2743,20201223,WY,42664.0,156054.0,373.0,478351.0,1027.0
2745,20201222,AL,329811.0,1532640.0,4452.0,1800979.0,31305.0
2746,20201222,AR,205048.0,1785196.0,3338.0,1957978.0,10651.0
2748,20201222,AZ,467215.0,2233751.0,8125.0,4690016.0,33619.0
2750,20201222,CO,313552.0,1756103.0,4369.0,4110742.0,17481.0
2751,20201222,CT,168960.0,3889580.0,5703.0,4058540.0,12257.0
2754,20201222,FL,1202660.0,7120966.0,21052.0,14833408.0,61279.0
2759,20201222,ID,130877.0,419393.0,1301.0,528495.0,5208.0
2761,20201222,IN,471876.0,2073142.0,7581.0,5330603.0,32992.0
2762,20201222,KS,204600.0,741523.0,2448.0,946123.0,6267.0
2765,20201222,MA,331174.0,3530284.0,11804.0,10301914.0,15372.0
2766,20201222,MD,255397.0,2435353.0,5519.0,5380189.0,24955.0
2767,20201222,ME,19743.0,1030816.0,303.0,1050559.0,985.0
2769,20201222,MN,401011.0,2493097.0,4896.0,5076975.0,20816.0
2771,20201222,MP,116.0,17429.0,2.0,17545.0,4.0
2772,20201222,MS,197691.0,1127658.0,4490.0,1325349.0,8039.0
2773,20201222,MT,77947.0,684907.0,895.0,762854.0,3332.0
2775,20201222,ND,90453.0,282975.0,1244.0,1208471.0,3421.0
2776,20201222,NE,157103.0,664682.0,1511.0,1648559.0,5013.0
2777,20201222,NH,38008.0,460334.0,656.0,973681.0,889.0
2778,20201222,NJ,484709.0,6859760.0,18326.0,7344469.0,45544.0
2779,20201222,NM,132075.0,1719707.0,2203.0,1851782.0,8947.0
2783,20201222,OK,265620.0,2251317.0,2240.0,2516937.0,15404.0
2787,20201222,RI,81187.0,528741.0,1678.0,1869428.0,6059.0
2788,20201222,SC,278055.0,2664125.0,4976.0,2942180.0,13507.0
2789,20201222,SD,95509.0,268089.0,1381.0,363598.0,5461.0
2790,20201222,TN,534019.0,4879842.0,6269.0,5413861.0,13876.0
2792,20201222,UT,255085.0,1265747.0,1173.0,2141321.0,10218.0
2797,20201222,WI,497380.0,2303714.0,4879.0,5110544.0,20355.0
2799,20201222,WY,42379.0,155601.0,373.0,475800.0,1023.0
2801,20201221,AL,324832.0,1525510.0,4389.0,1790301.0,30994.0
2802,20201221,AR,203107.0,1777857.0,3295.0,1949529.0,10570.0
2804,20201221,AZ,461345.0,2224376.0,7972.0,4658586.0,33195.0
2806,20201221,CO,311036.0,1748704.0,4378.0,4076421.0,17228.0
2807,20201221,CT,167377.0,3867292.0,5676.0,4034669.0,12257.0
2810,20201221,FL,1192456.0,7083114.0,20976.0,14728047.0,60953.0
2815,20201221,ID,129960.0,417944.0,1280.0,526368.0,5155.0
2817,20201221,IN,468219.0,2065453.0,7438.0,5288642.0,32710.0
2818,20201221,KS,204600.0,741523.0,2448.0,946123.0,6267.0
2821,20201221,MA,327374.0,3515535.0,11759.0,10239836.0,15372.0
2822,20201221,MD,253073.0,2420417.0,5471.0,5324491.0,24758.0
2823,20201221,ME,19285.0,1024348.0,293.0,1043633.0,980.0
2825,20201221,MN,399311.0,2483215.0,4872.0,5046965.0,20629.0
2827,20201221,MP,116.0,17429.0,2.0,17545.0,4.0
2828,20201221,MS,195500.0,1127658.0,4411.0,1323158.0,8039.0
2829,20201221,MT,77324.0,681655.0,881.0,758979.0,3280.0
2831,20201221,ND,90121.0,281986.0,1239.0,1204292.0,3400.0
2832,20201221,NE,156382.0,663318.0,1486.0,1640048.0,4992.0
2833,20201221,NH,37388.0,458576.0,656.0,968602.0,889.0
2834,20201221,NJ,479443.0,6859760.0,18223.0,7339203.0,45284.0
2835,20201221,NM,130808.0,1710776.0,2180.0,1841584.0,8846.0
2839,20201221,OK,263434.0,2198748.0,2218.0,2462182.0,15358.0
2843,20201221,RI,80231.0,525741.0,1670.0,1856717.0,5986.0
2844,20201221,SC,275733.0,2640894.0,4962.0,2916627.0,13466.0
2845,20201221,SD,95074.0,267246.0,1381.0,362320.0,5429.0
2846,20201221,TN,529578.0,4866573.0,6136.0,5396151.0,13796.0
2848,20201221,UT,252783.0,1261638.0,1161.0,2129065.0,10102.0
2853,20201221,WI,494353.0,2299265.0,4751.0,5088920.0,20168.0
2855,20201221,WY,42118.0,154943.0,351.0,473519.0,1018.0
2857,20201220,AL,322452.0,1521292.0,4389.0,1783890.0,30224.0
2858,20201220,AR,201650.0,1769637.0,3237.0,1940240.0,10502.0
2860,20201220,AZ,453597.0,2214639.0,7971.0,4620819.0,33037.0
2862,20201220,CO,308890.0,1738308.0,4368.0,4044560.0,17171.0
2863,20201220,CT,162782.0,3782866.0,5581.0,3945648.0,12257.0
2866,20201220,FL,1181549.0,7041605.0,20861.0,14611374.0,60791.0
2871,20201220,ID,129069.0,417127.0,1275.0,524916.0,5121.0
2873,20201220,IN,464354.0,2059325.0,7404.0,5260527.0,32496.0
2874,20201220,KS,200426.0,730380.0,2341.0,930806.0,6175.0
2877,20201220,MA,323531.0,3500246.0,11717.0,10178769.0,15372.0
2878,20201220,MD,250808.0,2407783.0,5448.0,5284171.0,24623.0
2879,20201220,ME,18946.0,1007303.0,292.0,1026249.0,979.0
2881,20201220,MN,397319.0,2473950.0,4850.0,5015155.0,20547.0
2883,20201220,MP,115.0,17429.0,2.0,17544.0,4.0
2884,20201220,MS,194333.0,1079660.0,4409.0,1273993.0,7901.0
2885,20201220,MT,77170.0,678121.0,865.0,755291.0,3261.0
2887,20201220,ND,90039.0,282017.0,1237.0,1202864.0,3394.0
2888,20201220,NE,155415.0,661511.0,1475.0,1632447.0,4977.0
2889,20201220,NH,36542.0,457086.0,656.0,963251.0,889.0
2890,20201220,NJ,475757.0,6672479.0,18194.0,7148236.0,45182.0
2891,20201220,NM,129993.0,1703332.0,2171.0,1833325.0,8733.0
2895,20201220,OK,260838.0,2198748.0,2212.0,2459586.0,15309.0
2899,20201220,RI,79812.0,524092.0,1659.0,1849524.0,5822.0
2900,20201220,SC,273406.0,2623605.0,4935.0,2897011.0,13444.0
2901,20201220,SD,94727.0,266558.0,1361.0,361285.0,5411.0
2902,20201220,TN,519687.0,4816294.0,6071.0,5335981.0,13745.0
2904,20201220,UT,250964.0,1257434.0,1155.0,2119026.0,10039.0
2909,20201220,WI,492724.0,2294198.0,4743.0,5064685.0,20120.0
2911,20201220,WY,41662.0,153505.0,351.0,463753.0,1007.0
2913,20201219,AL,319904.0,1514927.0,4389.0,1775428.0,30224.0
2914,20201219,AR,200114.0,1757984.0,3191.0,1927271.0,10487.0
2916,20201219,AZ,448231.0,2196578.0,7937.0,4563098.0,32676.0
2918,20201219,CO,306598.0,1728410.0,4339.0,4004868.0,17130.0
2919,20201219,CT,162782.0,3782866.0,5581.0,3945648.0,12257.0
2922,20201219,FL,1173409.0,7007106.0,20764.0,14518063.0,60643.0
2927,20201219,ID,128218.0,414950.0,1275.0,521917.0,5086.0
2929,20201219,IN,457871.0,2047223.0,7338.0,5196436.0,32271.0
2930,20201219,KS,200426.0,730380.0,2341.0,930806.0,6175.0
2933,20201219,MA,319270.0,3483491.0,11657.0,10087980.0,15372.0
2934,20201219,MD,248754.0,2396720.0,5412.0,5241559.0,24422.0
2935,20201219,ME,18739.0,1007303.0,292.0,1026042.0,971.0
2937,20201219,MN,394635.0,2454140.0,4780.0,4956894.0,20468.0
2939,20201219,MP,115.0,17429.0,2.0,17544.0,4.0
2940,20201219,MS,192111.0,1079660.0,4390.0,1271771.0,7901.0
2941,20201219,MT,76619.0,675624.0,864.0,752243.0,3248.0
2943,20201219,ND,89788.0,281633.0,1231.0,1198805.0,3387.0
2944,20201219,NE,154745.0,660063.0,1470.0,1624350.0,4952.0
2945,20201219,NH,35609.0,455789.0,650.0,957505.0,886.0
2946,20201219,NJ,470026.0,6672479.0,18173.0,7142505.0,45032.0
2947,20201219,NM,128930.0,1694239.0,2155.0,1823169.0,8694.0
2951,20201219,OK,255868.0,2198748.0,2189.0,2454616.0,15131.0
2955,20201219,RI,78783.0,520983.0,1644.0,1831910.0,5822.0
2956,20201219,SC,270537.0,2601084.0,4895.0,2871621.0,13367.0
2957,20201219,SD,94336.0,265846.0,1350.0,360182.0,5385.0
2958,20201219,TN,503651.0,4759865.0,5960.0,5263516.0,13626.0
2960,20201219,UT,248970.0,1251558.0,1148.0,2105617.0,9968.0
2965,20201219,WI,490679.0,2288331.0,4722.0,5040107.0,20052.0
2967,20201219,WY,41488.0,153505.0,351.0,463753.0,1002.0
2969,20201218,AL,315683.0,1507204.0,4296.0,1764750.0,30224.0
2970,20201218,AR,197421.0,1746014.0,3139.0,1913448.0,10430.0
2972,20201218,AZ,442671.0,2181193.0,7819.0,4514548.0,32293.0
2974,20201218,CO,304107.0,1720956.0,4259.0,3971864.0,17020.0
2975,20201218,CT,162782.0,3782866.0,5581.0,3945648.0,12257.0
2978,20201218,FL,1161953.0,6966477.0,20690.0,14394820.0,60392.0
2983,20201218,ID,126878.0,413227.0,1259.0,519125.0,5021.0
2985,20201218,IN,453139.0,2039231.0,7265.0,5157016.0,32042.0
2986,20201218,KS,200426.0,730380.0,2341.0,930806.0,6175.0
2989,20201218,MA,314926.0,3470184.0,11610.0,10007766.0,15372.0
2990,20201218,MD,246553.0,2387177.0,5358.0,5205154.0,24310.0
2991,20201218,ME,18337.0,1007303.0,281.0,1025640.0,965.0
2993,20201218,MN,391889.0,2446226.0,4723.0,4923927.0,20323.0
2995,20201218,MP,115.0,17429.0,2.0,17544.0,4.0
2996,20201218,MS,190411.0,1079660.0,4354.0,1270071.0,7901.0
2997,20201218,MT,75992.0,671810.0,854.0,747802.0,3226.0
2999,20201218,ND,89557.0,280865.0,1231.0,1193656.0,3349.0
3000,20201218,NE,153400.0,658073.0,1453.0,1609385.0,4930.0
3001,20201218,NH,34960.0,452842.0,638.0,949737.0,881.0
3002,20201218,NJ,465167.0,6672479.0,18124.0,7137646.0,44889.0
3003,20201218,NM,127500.0,1681793.0,2128.0,1809293.0,8571.0
3007,20201218,OK,251760.0,2192087.0,2161.0,2443847.0,14970.0
3011,20201218,RI,77812.0,519811.0,1625.0,1817360.0,5822.0
3012,20201218,SC,267076.0,2577819.0,4872.0,2844895.0,13267.0
3013,20201218,SD,93772.0,264794.0,1329.0,358566.0,5348.0
3014,20201218,TN,503651.0,4759865.0,5960.0,5263516.0,13626.0
3016,20201218,UT,246562.0,1246575.0,1140.0,2091694.0,9883.0
3021,20201218,WI,486364.0,2281130.0,4632.0,5004584.0,19930.0
3023,20201218,WY,41359.0,153505.0,351.0,463753.0,1001.0
3025,20201217,AL,310335.0,1499349.0,4254.0,1752713.0,29559.0
3026,20201217,AR,194543.0,1734262.0,3112.0,1899774.0,10357.0
3028,20201217,AZ,435036.0,2165904.0,7677.0,4462666.0,31851.0
3030,20201217,CO,300414.0,1710371.0,4226.0,3924072.0,16704.0
3031,20201217,CT,160102.0,3746392.0,5552.0,3906494.0,12257.0
3034,20201217,FL,1149126.0,6922831.0,20594.0,14262140.0,60077.0
3039,20201217,ID,125452.0,410047.0,1231.0,514800.0,4965.0
3041,20201217,IN,447190.0,2030544.0,7180.0,5102994.0,31820.0
3042,20201217,KS,194569.0,723696.0,2253.0,918265.0,6050.0
3045,20201217,MA,309247.0,3443888.0,11558.0,9901732.0,15372.0
3046,20201217,MD,243984.0,2374542.0,5319.0,5160976.0,24136.0
3047,20201217,ME,17901.0,998440.0,276.0,1016341.0,958.0
3049,20201217,MN,389171.0,2430688.0,4658.0,4865880.0,20172.0
3051,20201217,MP,113.0,17429.0,2.0,17542.0,4.0
3052,20201217,MS,187904.0,1079660.0,4320.0,1267564.0,7901.0
3053,20201217,MT,75483.0,667057.0,849.0,742540.0,3199.0
3055,20201217,ND,89063.0,279888.0,1210.0,1186154.0,3073.0
3056,20201217,NE,152103.0,655544.0,1448.0,1595977.0,4908.0
3057,20201217,NH,34264.0,449752.0,629.0,940070.0,877.0
3058,20201217,NJ,460722.0,6530540.0,18080.0,6991262.0,44602.0
3059,20201217,NM,126045.0,1670558.0,2097.0,1796603.0,8408.0
3063,20201217,OK,248204.0,2158637.0,2144.0,2406841.0,14821.0
3067,20201217,RI,77290.0,518654.0,1602.0,1806204.0,5766.0
3068,20201217,SC,262774.0,2545248.0,4843.0,2808022.0,13179.0
3069,20201217,SD,93197.0,263719.0,1301.0,356916.0,5317.0
3070,20201217,TN,493230.0,4703628.0,5845.0,5196858.0,13537.0
3072,20201217,UT,243918.0,1241069.0,1126.0,2076195.0,9791.0
3077,20201217,WI,482443.0,2273936.0,4561.0,4966237.0,19785.0
3079,20201217,WY,40593.0,153126.0,351.0,457212.0,983.0
3081,20201216,AL,305640.0,1491279.0,4198.0,1741128.0,29559.0
3082,20201216,AR,191504.0,1722858.0,3074.0,1886088.0,10230.0
3084,20201216,AZ,429219.0,2148190.0,7530.0,4409083.0,31468.0
3086,20201216,CO,296716.0,1701213.0,4156.0,3877267.0,16614.0
3087,20201216,CT,157781.0,3712610.0,5506.0,3870391.0,12257.0
3090,20201216,FL,1136024.0,6876037.0,20490.0,14130578.0,59751.0
3095,20201216,ID,124019.0,407804.0,1214.0,511544.0,4908.0
3097,20201216,IN,440850.0,2020712.0,7101.0,5050163.0,31575.0
3098,20201216,KS,194569.0,723696.0,2253.0,918265.0,6050.0
3101,20201216,MA,304112.0,3424767.0,11513.0,9809105.0,14823.0
3102,20201216,MD,241767.0,2365844.0,5270.0,5131430.0,23908.0
3103,20201216,ME,17311.0,990867.0,267.0,1008178.0,934.0
3105,20201216,MN,386412.0,2418391.0,4575.0,4823852.0,19980.0
3107,20201216,MP,113.0,17429.0,2.0,17542.0,4.0
3108,20201216,MS,185643.0,1079660.0,4294.0,1265303.0,7901.0
3109,20201216,MT,74644.0,661415.0,836.0,736059.0,3153.0
3111,20201216,ND,88686.0,279144.0,1200.0,1179668.0,3073.0
3112,20201216,NE,150861.0,653154.0,1438.0,1582241.0,4884.0
3113,20201216,NH,33433.0,447578.0,625.0,932529.0,870.0
3114,20201216,NJ,455811.0,6530540.0,18003.0,6986351.0,44461.0
3115,20201216,NM,124357.0,1643051.0,2049.0,1767408.0,8299.0
3119,20201216,OK,245229.0,2158637.0,2128.0,2403866.0,14665.0
3123,20201216,RI,76209.0,515489.0,1590.0,1786663.0,5700.0
3124,20201216,SC,260119.0,2531555.0,4800.0,2791674.0,13070.0
3125,20201216,SD,92603.0,263011.0,1300.0,355614.0,5265.0
3126,20201216,TN,484285.0,4677002.0,5668.0,5161287.0,13437.0
3128,20201216,UT,240715.0,1234412.0,1096.0,2058906.0,9692.0
3133,20201216,WI,478162.0,2266641.0,4493.0,4927703.0,19656.0
3135,20201216,WY,40310.0,152223.0,328.0,457816.0,976.0
3137,20201215,AL,301533.0,1485182.0,4124.0,1732185.0,29259.0
3138,20201215,AR,189198.0,1712879.0,3016.0,1874471.0,10096.0
3140,20201215,AZ,424382.0,2137182.0,7422.0,4374452.0,31266.0
3142,20201215,CO,293382.0,1694339.0,4085.0,3841825.0,16487.0
3143,20201215,CT,155462.0,3683602.0,5466.0,3839064.0,12257.0
3146,20201215,FL,1124742.0,6837002.0,20365.0,14022177.0,59385.0
3151,20201215,ID,122217.0,405039.0,1194.0,507379.0,4827.0
3153,20201215,IN,434642.0,2011909.0,6968.0,5000278.0,31324.0
3154,20201215,KS,190018.0,713714.0,2109.0,903732.0,5895.0
3157,20201215,MA,298160.0,3401993.0,11443.0,9684933.0,14823.0
3158,20201215,MD,239362.0,2354515.0,5206.0,5094572.0,23711.0
3159,20201215,ME,16760.0,982531.0,265.0,999291.0,909.0
3161,20201215,MN,384164.0,2413759.0,4483.0,4807318.0,19785.0
3163,20201215,MP,113.0,17429.0,2.0,17542.0,4.0
3164,20201215,MS,183300.0,1079660.0,4252.0,1262960.0,7901.0
3165,20201215,MT,74040.0,658699.0,826.0,732739.0,3119.0
3167,20201215,ND,88395.0,278618.0,1176.0,1175174.0,3073.0
3168,20201215,NE,149344.0,650898.0,1418.0,1562744.0,4831.0
3169,20201215,NH,32545.0,445779.0,604.0,926610.0,863.0
3170,20201215,NJ,449505.0,6460909.0,17872.0,6910414.0,44136.0
3171,20201215,NM,122557.0,1632869.0,2006.0,1755426.0,8139.0
3175,20201215,OK,241991.0,2147957.0,2086.0,2389948.0,14408.0
3179,20201215,RI,75237.0,513152.0,1570.0,1771434.0,5616.0
3180,20201215,SC,257320.0,2512239.0,4756.0,2769559.0,12960.0
3181,20201215,SD,91699.0,261583.0,1261.0,353282.0,5242.0
3182,20201215,TN,472875.0,4628122.0,5615.0,5100997.0,13332.0
3184,20201215,UT,237787.0,1228727.0,1077.0,2043380.0,9585.0
3189,20201215,WI,475340.0,2259792.0,4408.0,4899044.0,19510.0
3191,20201215,WY,40064.0,151518.0,328.0,450024.0,971.0
3193,20201214,AL,297895.0,1478907.0,4102.0,1723669.0,28913.0
3194,20201214,AR,187507.0,1705843.0,2990.0,1866199.0,9991.0
3196,20201214,AZ,420248.0,2126928.0,7358.0,4344693.0,31142.0
3198,20201214,CO,291104.0,1689603.0,3969.0,3809889.0,16174.0
3199,20201214,CT,153992.0,3660343.0,5444.0,3814335.0,12257.0
3202,20201214,FL,1115446.0,6802567.0,20271.0,13936200.0,59033.0
3207,20201214,ID,121179.0,404481.0,1175.0,505958.0,4763.0
3209,20201214,IN,430401.0,2005484.0,6840.0,4961368.0,31035.0
3210,20201214,KS,190018.0,713714.0,2109.0,903732.0,5895.0
3213,20201214,MA,294231.0,3386378.0,11388.0,9623697.0,14823.0
3214,20201214,MD,236961.0,2344023.0,5142.0,5061387.0,23558.0
3215,20201214,ME,16349.0,977024.0,259.0,993373.0,893.0
3217,20201214,MN,381841.0,2403588.0,4462.0,4776509.0,19638.0
3219,20201214,MP,113.0,17206.0,2.0,17319.0,4.0
3220,20201214,MS,181095.0,1079660.0,4204.0,1260755.0,7901.0
3221,20201214,MT,73303.0,649005.0,818.0,722308.0,3080.0
3223,20201214,ND,88067.0,278179.0,1163.0,1171849.0,3073.0
3224,20201214,NE,148861.0,650062.0,1373.0,1556527.0,4796.0
3225,20201214,NH,31875.0,443692.0,604.0,920461.0,862.0
3226,20201214,NJ,444804.0,6381187.0,17775.0,6825991.0,43911.0
3227,20201214,NM,121299.0,1620102.0,1978.0,1741401.0,8037.0
3231,20201214,OK,239767.0,2110479.0,2072.0,2350246.0,14362.0
3235,20201214,RI,74071.0,510296.0,1555.0,1758958.0,5534.0
3236,20201214,SC,254776.0,2490424.0,4751.0,2745200.0,12910.0
3237,20201214,SD,91354.0,261193.0,1259.0,352547.0,5200.0
3238,20201214,TN,464264.0,4590876.0,5541.0,5055140.0,13206.0
3240,20201214,UT,235872.0,1225194.0,1062.0,2033175.0,9486.0
3245,20201214,WI,471285.0,2255994.0,4352.0,4879587.0,19326.0
3247,20201214,WY,39775.0,151261.0,321.0,440289.0,967.0
3249,20201213,AL,295631.0,1458560.0,4102.0,1696439.0,28146.0
3250,20201213,AR,185702.0,1696581.0,2945.0,1855704.0,9927.0
3252,20201213,AZ,408442.0,2119705.0,7357.0,4305888.0,30949.0
3254,20201213,CO,288193.0,1679216.0,3958.0,3773301.0,16126.0
3255,20201213,CT,146761.0,3548330.0,5363.0,3695091.0,12257.0
3258,20201213,FL,1107103.0,6770385.0,20133.0,13845471.0,58891.0
3263,20201213,ID,120632.0,403247.0,1169.0,504213.0,4746.0
3265,20201213,IN,425434.0,1998285.0,6805.0,4927385.0,30796.0
3266,20201213,KS,185294.0,705423.0,2072.0,890717.0,5800.0
3269,20201213,MA,290578.0,3372774.0,11349.0,9567575.0,14823.0
3270,20201213,MD,234647.0,2331001.0,5117.0,5021377.0,23393.0
3271,20201213,ME,15923.0,956790.0,257.0,972713.0,878.0
3273,20201213,MN,378823.0,2390820.0,4444.0,4734544.0,19536.0
3275,20201213,MP,113.0,17206.0,2.0,17319.0,4.0
3276,20201213,MS,179447.0,1026300.0,4199.0,1205747.0,7703.0
3277,20201213,MT,73303.0,649005.0,818.0,722308.0,3080.0
3279,20201213,ND,87871.0,277838.0,1158.0,1168660.0,2984.0
3280,20201213,NE,147688.0,648028.0,1365.0,1548615.0,4784.0
3281,20201213,NH,30956.0,440503.0,603.0,912917.0,861.0
3282,20201213,NJ,439467.0,6196756.0,17751.0,6636223.0,43834.0
3283,20201213,NM,119800.0,1612204.0,1957.0,1732004.0,7878.0
3287,20201213,OK,237668.0,2110479.0,2064.0,2348147.0,14328.0
3291,20201213,RI,73519.0,508323.0,1538.0,1751310.0,5534.0
3292,20201213,SC,252206.0,2467415.0,4739.0,2719621.0,12874.0
3293,20201213,SD,91038.0,260818.0,1259.0,351856.0,5174.0
3294,20201213,TN,454305.0,4540297.0,5462.0,4994602.0,13144.0
3296,20201213,UT,233904.0,1221415.0,1055.0,2024335.0,9421.0
3301,20201213,WI,468956.0,2250766.0,4339.0,4857315.0,19249.0
3303,20201213,WY,39360.0,149536.0,321.0,440289.0,956.0
3305,20201212,AL,292841.0,1458560.0,4102.0,1696439.0,28146.0
3306,20201212,AR,184252.0,1685156.0,2911.0,1843031.0,9911.0
3308,20201212,AZ,402589.0,2099165.0,7322.0,4245154.0,30687.0
3310,20201212,CO,285634.0,1669992.0,3871.0,3738103.0,16092.0
3311,20201212,CT,146761.0,3548330.0,5363.0,3695091.0,12257.0
3314,20201212,FL,1098341.0,6740796.0,20049.0,13741998.0,58750.0
3319,20201212,ID,119610.0,401988.0,1151.0,502070.0,4719.0
3321,20201212,IN,419536.0,1986852.0,6758.0,4879677.0,30533.0
3322,20201212,KS,185294.0,705423.0,2072.0,890717.0,5800.0
3325,20201212,MA,285725.0,3355023.0,11307.0,9477319.0,14823.0
3326,20201212,MD,232009.0,2315445.0,5100.0,4969984.0,23189.0
3327,20201212,ME,15620.0,956790.0,257.0,972410.0,871.0
3329,20201212,MN,375398.0,2378504.0,4359.0,4691759.0,19428.0
3331,20201212,MP,113.0,17206.0,2.0,17319.0,4.0
3332,20201212,MS,177947.0,1026300.0,4180.0,1204247.0,7703.0
3333,20201212,MT,72644.0,645858.0,816.0,718502.0,3072.0
3335,20201212,ND,87590.0,277472.0,1158.0,1163049.0,2984.0
3336,20201212,NE,146877.0,646540.0,1343.0,1539401.0,4765.0
3337,20201212,NH,30244.0,438139.0,600.0,905779.0,857.0
3338,20201212,NJ,434756.0,6196756.0,17732.0,6631512.0,43712.0
3339,20201212,NM,118358.0,1600751.0,1913.0,1719109.0,7832.0
3343,20201212,OK,233336.0,2110479.0,2042.0,2343815.0,14170.0
3347,20201212,RI,72649.0,505208.0,1526.0,1737196.0,5486.0
3348,20201212,SC,248798.0,2406530.0,4685.0,2655328.0,12725.0
3349,20201212,SD,90407.0,259808.0,1243.0,350215.0,5125.0
3350,20201212,TN,442953.0,4467044.0,5400.0,4909997.0,13101.0
3352,20201212,UT,231821.0,1215129.0,1038.0,2009755.0,9351.0
3357,20201212,WI,465991.0,2241348.0,4324.0,4821001.0,19162.0
3359,20201212,WY,38907.0,149536.0,321.0,440289.0,945.0
3361,20201211,AL,288775.0,1458560.0,4086.0,1696439.0,28146.0
3362,20201211,AR,181624.0,1672168.0,2875.0,1828179.0,9848.0
3364,20201211,AZ,394512.0,2080870.0,7245.0,4187860.0,30302.0
3366,20201211,CO,281673.0,1659026.0,3846.0,3691463.0,15949.0
3367,20201211,CT,146761.0,3548330.0,5363.0,3695091.0,12257.0
3370,20201211,FL,1087956.0,6698956.0,19977.0,13621566.0,58491.0
3375,20201211,ID,118028.0,400217.0,1136.0,499102.0,4671.0
3377,20201211,IN,412135.0,1975365.0,6673.0,4818990.0,30126.0
3378,20201211,KS,185294.0,705423.0,2072.0,890717.0,5800.0
3381,20201211,MA,280436.0,3336332.0,11257.0,9377600.0,14823.0
3382,20201211,MD,228471.0,2298689.0,5064.0,4904152.0,23009.0
3383,20201211,ME,15206.0,956790.0,250.0,971996.0,855.0
3385,20201211,MN,370968.0,2365194.0,4292.0,4645205.0,19251.0
3387,20201211,MP,113.0,17206.0,2.0,17319.0,4.0
3388,20201211,MS,175282.0,1026300.0,4124.0,1201582.0,7703.0
3389,20201211,MT,71870.0,639864.0,805.0,711734.0,3039.0
3391,20201211,ND,87214.0,276757.0,1136.0,1157011.0,2984.0
3392,20201211,NE,145774.0,643319.0,1329.0,1524345.0,4734.0
3393,20201211,NH,29460.0,435447.0,590.0,898485.0,856.0
3394,20201211,NJ,427868.0,6196756.0,17662.0,6624624.0,43462.0
3395,20201211,NM,116565.0,1590475.0,1889.0,1707040.0,7737.0
3399,20201211,OK,229353.0,2091366.0,2007.0,2320719.0,13972.0
3403,20201211,RI,70818.0,502871.0,1509.0,1717567.0,5288.0
3404,20201211,SC,245226.0,2406530.0,4673.0,2651756.0,12725.0
3405,20201211,SD,89672.0,258697.0,1210.0,348369.0,5086.0
3406,20201211,TN,436262.0,4460491.0,5327.0,4896753.0,13039.0
3408,20201211,UT,228129.0,1207924.0,1025.0,1991789.0,9269.0
3413,20201211,WI,461367.0,2231765.0,4266.0,4777544.0,19020.0
3415,20201211,WY,38785.0,149536.0,321.0,437060.0,942.0
3417,20201210,AL,284922.0,1449370.0,4034.0,1684362.0,27618.0
3418,20201210,AR,178854.0,1658925.0,2820.0,1812998.0,9709.0
3420,20201210,AZ,387529.0,2064282.0,7154.0,4136075.0,29335.0
3422,20201210,CO,276995.0,1649300.0,3759.0,3642518.0,15656.0
3423,20201210,CT,142979.0,3497566.0,5327.0,3640545.0,12257.0
